AGE,GENDER,POLICYSTATUS,PREMIUMFREQUENCY,POLICYTERM,INTERESTRATE,INFLATIONRATE,SUMASSURED,PREMIUM
61,0,1,1,15,1.05,1.46,1595.05,0.01
68,0,1,1,20,0,1.46,1594.8,0.18
48,0,1,1,30,1.05,1.46,1480.45,0.02
70,0,1,1,17,1.05,1.46,1649.03,0.01
60,1,1,1,17,1.15,1.46,1586.81,0.01
55,0,1,1,30,1.15,1.46,4111.87,0.23
57,0,1,1,30,1.05,1.46,1588.4,0.01
67,0,1,1,20,1.15,1.46,1661.73,0.02
52,1,1,1,21,0.98,1.46,1482.64,0.01
49,0,1,1,21,1.05,1.46,4112.38,0.03
59,0,1,1,28,1.05,1.46,1597.12,0.01
60,1,1,1,15,1.15,1.46,4100.9,0.04
59,0,1,1,30,1.15,1.46,1588.87,0.2
58,0,1,1,20,1.15,1.46,1655.75,0.02
66,0,1,1,17,0,1.46,1482.64,0.06
48,0,1,1,25,0.98,1.46,1482.21,0.02
44,0,1,1,21,1.05,1.46,1482.21,0.02
60,0,1,1,17,1.15,1.46,1591.51,0.01
48,0,1,1,22,1.15,1.46,1482.4,0.09
70,0,1,1,17,1.15,1.46,1485.51,0.01
69,0,1,1,16,1.15,1.46,1482.15,0.02
43,0,1,1,21,1.05,1.46,1591.51,0.01
41,0,1,1,23,1.15,1.46,1481.54,0.06
43,0,1,1,25,1.15,1.46,4129.75,0.08
49,0,1,1,26,0.98,1.46,1481.6,0.06
43,0,1,1,30,1.05,1.46,1481.54,0.02
70,0,1,1,16,1.15,1.46,1528.96,0.01
44,0,1,1,24,1.05,1.46,1481.54,0.01
63,0,1,1,17,1.05,1.46,4129.22,0.52
55,0,1,1,28,1.05,1.46,4785.06,0.05
44,0,1,1,23,1.15,1.46,10675.75,0.18
44,1,1,1,27,1.05,1.46,4129.1,0.02
41,0,1,1,28,1.05,1.46,1483.49,0.02
63,0,1,1,17,1.15,1.46,1329.29,0.06
58,0,1,1,23,1.15,1.46,1483.61,0.03
50,0,1,1,24,0.98,1.46,2571.84,0.07
66,1,1,1,15,1.15,1.46,4094.78,0.02
69,0,1,1,17,1.05,1.46,4095.85,0.06
67,0,1,1,15,1.05,1.46,1479.64,0.02
42,0,1,1,24,1.05,1.46,4126.31,0.17
61,0,1,1,18,1.15,1.46,1480.87,0.04
42,0,1,1,30,1.05,1.46,7194.53,0.03
40,0,1,1,29,1.05,1.46,4094.78,0.11
69,0,1,1,19,0.98,1.46,1589.07,5.62
41,1,1,1,21,1.15,1.46,1589.07,0.01
47,0,1,1,28,1.15,1.46,1648.73,0.03
54,0,1,1,26,1.15,1.46,4095.61,0.47
60,0,1,1,20,1.15,1.46,1480.87,0.07
51,0,1,1,22,1.05,1.46,4819.04,0.05
50,0,1,1,26,1.15,1.46,1480.01,0.12
67,0,1,1,16,1.15,1.46,1648.37,0.03
68,0,1,1,20,1.15,1.46,6152.27,0.08
45,0,1,1,25,1.15,1.46,1483.07,0.01
57,1,1,1,25,1.15,1.46,1662.16,0.01
65,0,1,1,18,1.05,1.46,1661.73,0.01
41,0,1,1,22,1.15,1.46,1596.06,0.01
41,1,1,1,22,1.15,1.46,1481.72,0.02
47,0,1,1,28,1.15,1.46,4129.63,0.07
65,0,1,1,20,1.05,1.46,1596,0.03
70,0,1,1,20,0.42,1.46,4095.73,0.15
47,0,1,1,25,0.98,1.46,1596,0.03
56,1,1,1,24,0.98,1.46,1647.61,0.01
66,0,1,1,20,1.05,1.46,1661.3,0.01
52,0,1,1,29,1.05,1.46,1481.3,0.08
61,0,1,1,19,1.05,1.46,1647.63,0.04
65,0,1,1,18,1.15,1.46,1479.76,0.04
60,0,1,1,17,1.05,1.46,4113.31,0.04
69,0,1,1,20,1.05,1.46,1595.93,0.01
43,1,1,1,26,1.15,1.46,1480,0.01
69,0,1,1,19,1.05,1.46,1587.45,0.08
59,0,1,1,26,0.98,1.46,3468.93,0.03
68,0,1,1,16,1.05,1.46,1662.16,0.07
60,0,1,1,16,1.15,1.46,1588.1,0.02
51,0,1,1,30,0.98,1.46,1655.85,0.02
56,0,1,1,25,1.15,1.46,4801.34,0.12
64,0,1,1,16,1.05,1.46,3254.56,0.02
67,0,1,1,15,1.15,1.46,1482.27,0.04
56,0,1,1,23,1.15,1.46,4117.52,0.1
41,0,1,1,28,1.15,1.46,1473.07,0.03
51,0,1,1,24,1.15,1.46,1588.95,0.03
53,0,1,1,29,1.05,1.46,1648.04,0.03
56,0,1,1,23,1.05,1.46,3254.76,0.01
63,0,1,1,17,1.15,1.46,4110.78,0.05
51,0,1,1,24,1.15,1.46,7182.69,0.15
56,0,1,1,25,1.15,1.46,1588.47,0.02
43,0,1,1,26,1.15,1.46,1588.47,0.01
58,0,1,1,23,0.98,1.46,2241.01,0.03
47,0,1,1,29,1.05,1.46,1658.8,0.15
46,0,1,1,22,1.05,1.46,1646.43,0.01
47,1,1,1,25,1.15,1.46,4119.63,0.07
40,0,1,1,20,1.05,1.46,3106.87,0.01
63,0,1,1,15,1.15,1.46,1661.71,0.01
62,0,1,1,16,1.15,1.46,1585.33,0.05
42,0,1,1,29,0.98,1.46,1649.14,0.02
41,0,1,1,30,1.05,1.46,2469.32,0.03
52,0,1,1,21,1.05,1.46,1658.88,0.01
42,0,1,1,30,0.98,1.46,1659,0.01
66,0,1,1,16,1.05,1.46,1659.75,0.02
46,1,1,1,24,0.98,1.46,4128.98,2.86
60,0,1,1,18,1.15,1.46,1650.45,0.06
54,0,1,1,27,1.15,1.46,1648.52,0.03
61,1,1,1,16,1.15,1.46,1659.75,0.18
46,0,1,1,29,1.05,1.46,1660.57,0.05
65,1,1,1,15,1.05,1.46,1648.52,0.01
51,0,1,1,23,1.05,1.46,1659,0.01
68,1,1,1,18,1.15,1.46,4129.87,0.02
62,1,1,1,18,0,1.46,824.12,0.01
53,0,1,1,22,1.05,1.46,825.34,0.01
62,0,1,1,15,0.98,1.46,1291.65,0.02
47,0,1,1,25,0.98,1.46,4127.94,0.04
41,0,1,1,20,1.05,1.46,4817.08,0.17
55,0,1,1,28,1.05,1.46,4118.71,0.2
62,0,1,1,16,1.05,1.46,824.03,0.01
48,0,1,1,20,1.05,1.46,4108.23,4.65
67,0,1,1,17,1.05,1.46,1659.32,0.01
42,0,1,1,28,1.15,1.46,4118.71,0.04
41,0,1,1,25,1.05,1.46,1586.07,0.01
64,0,1,1,15,0.15,1.46,1588.33,1.92
64,0,1,1,18,1.05,1.46,1658.23,0.01
58,1,1,1,20,1.15,1.46,4111.75,0.15
55,0,1,1,24,1.15,1.46,4108.23,0.04
61,0,1,1,18,0.98,1.46,825.34,0.06
63,0,1,1,19,1.05,1.46,3230.01,0.01
43,1,1,1,25,1.05,1.46,4111.75,0.02
50,0,1,1,28,1.15,1.46,4819.01,0.03
50,0,1,1,30,1.15,1.46,1594.86,0.01
50,0,1,1,23,1.15,1.46,1594.86,0.08
57,0,1,1,23,1.05,1.46,1301.42,0.02
42,0,1,1,28,1.05,1.46,825.13,0.05
50,0,1,1,26,0.98,1.46,1658.1,0.05
68,0,1,1,20,1.05,1.46,824.79,0.01
54,1,1,1,28,1.15,1.46,1658.1,0.03
44,1,1,1,29,1.05,1.46,1594.86,0.03
60,0,1,1,18,0.98,1.46,2534.23,2.62
58,0,1,1,25,1.15,1.46,824.79,0.08
49,0,1,1,30,1.05,1.46,8190.85,0.17
43,0,1,1,25,1.05,1.46,1586.07,0.01
66,0,1,1,16,1.25,1.46,1655.68,0.01
40,1,1,1,27,1.05,1.46,1662.53,0.12
53,0,1,1,22,1.15,1.46,824.79,0.02
58,0,1,1,22,1.05,1.46,4816.98,0.09
62,0,1,1,15,1.05,1.46,1659.73,0.03
57,0,1,1,29,1.05,1.46,1588.22,0.02
67,0,1,1,17,0.98,1.46,821.93,0.08
69,1,1,1,18,1.05,1.46,4111.75,0.11
48,0,1,1,28,1.05,1.46,1594.86,0.18
58,0,1,1,23,1.15,1.46,1662.53,0.02
53,0,1,1,29,1.15,1.46,825.83,0.01
53,0,1,1,23,1.15,1.46,1594.86,0.06
42,0,1,1,28,1.05,1.46,1588.33,0.07
47,1,1,1,23,1.15,1.46,1594.86,0.06
70,0,1,1,17,1.15,1.46,1659.86,0.01
55,0,1,1,20,1.15,1.46,4816.98,0.03
61,0,1,1,17,1.05,1.46,4126.91,0.21
59,0,1,1,29,1.05,1.46,825.12,0.07
68,0,1,1,16,1.05,1.46,1649.03,0.01
60,0,1,1,16,1.05,1.46,1659.73,0.02
69,1,1,1,15,1.15,1.46,1160.25,0.02
42,0,1,1,21,1.05,1.46,1649.03,0.05
56,1,1,1,20,1.15,1.46,3087.77,0.03
47,1,1,1,25,1.05,1.46,4111.75,0.22
59,0,1,1,24,1.05,1.46,1290.72,0.01
52,0,1,1,21,1.15,1.46,1335.44,0.04
56,0,1,1,26,0.98,1.46,1661.73,0.05
53,0,1,1,28,1.15,1.46,1588.22,0.01
61,0,1,1,17,1.15,1.46,824.7,0.01
59,0,1,1,26,0,1.46,2530.1,0.03
46,0,1,1,30,1.25,1.46,4117.52,0.03
50,0,1,1,23,1.15,1.46,3251.43,0.02
45,1,1,1,27,1.15,1.46,4127.03,0.06
44,0,1,1,26,0.98,1.46,1649.03,0.04
61,1,1,1,16,1.15,1.46,1583.93,0.01
55,0,1,1,23,1.05,1.46,1290.57,0.01
66,0,1,1,16,1.15,1.46,825.37,0.06
57,0,1,1,22,1.05,1.46,3240.82,0.24
61,0,1,1,16,1.15,1.46,4129.63,0.11
61,0,1,1,19,0.98,1.46,3230.01,0.01
59,1,1,1,28,1.05,1.46,825.76,0.01
46,1,1,1,29,1.05,1.46,825.7,0.01
68,0,1,1,17,1.05,1.46,1588.22,0.01
54,0,1,1,29,1.15,1.46,1662.53,0.02
45,1,1,1,30,1.05,1.46,3240.82,0.05
65,0,1,1,15,1.15,1.46,825.7,0.04
48,1,1,1,30,1.15,1.46,6145.88,0.11
50,0,1,1,30,1.15,1.46,3230.01,0.01
58,1,1,1,22,1.15,1.46,824.66,0.04
51,0,1,1,28,0.98,1.46,4111.87,0.08
63,0,1,1,16,1.05,1.46,815.28,0.02
51,0,1,1,24,1.15,1.46,1661.73,0.06
47,0,1,1,22,0.98,1.46,1331.1,0.01
42,0,1,1,28,0.98,1.46,1662.53,0.04
55,1,1,1,21,1.05,1.46,1659.73,0.05
50,0,1,1,29,1.05,1.46,4127.03,0.03
57,0,1,1,29,1.15,1.46,1479.83,0.08
65,0,1,1,16,1.05,1.46,1479.59,0.01
57,0,1,1,29,1.15,1.46,1661.73,0.03
44,1,1,1,21,1.05,1.46,1588.4,0.02
59,0,1,1,25,1.15,1.46,4801.92,0.05
47,0,1,1,20,1.15,1.46,3104.81,0.02
57,1,1,1,28,1.05,1.46,1480.45,0.05
40,0,1,1,23,1.15,1.46,1480.45,0.02
46,1,1,1,29,1.05,1.46,4128.55,0.06
65,0,1,1,16,1.15,1.46,1480.45,0.01
64,0,1,1,17,1.05,1.46,4096.7,0.04
53,0,1,1,26,0.15,1.46,3027.44,0.03
47,1,1,1,27,1.15,1.46,1479.1,0.02
61,0,1,1,18,1.15,1.46,1479.96,0.01
51,0,1,1,21,1.05,1.46,1664.69,0.03
46,0,1,1,21,1.05,1.46,3121.56,0.03
61,1,1,1,18,1.05,1.46,1660.75,0.01
61,1,1,1,17,1.15,1.46,1594.8,0.03
40,0,1,1,30,1.05,1.46,1472.29,0.02
40,0,1,1,30,1.05,1.46,1660.75,0.07
42,0,1,1,27,1.15,1.46,1586.81,0.02
58,0,1,1,22,1.05,1.46,1594.8,0.01
49,0,1,1,24,1.15,1.46,1482.7,0.04
46,0,1,1,24,1.15,1.46,1594.8,0.02
49,1,1,1,30,1.05,1.46,3253.47,0.02
68,1,1,1,18,1.15,1.46,1586.81,0.02
51,0,1,1,30,0.98,1.46,1655.75,0.01
50,1,1,1,20,1.05,1.46,1482.89,0.06
46,0,1,1,20,1.15,1.46,1576.39,0.07
66,1,1,1,16,1.05,1.46,1662.53,0.03
60,0,1,1,19,1.05,1.46,4112.38,0.17
41,0,1,1,22,1.15,1.46,1591.57,0.01
69,0,1,1,18,1.05,1.46,1662.53,0.09
62,1,1,1,17,1.15,1.46,1595.8,0.09
60,0,1,1,20,1.15,1.46,1588.87,0.05
55,0,1,1,26,1.15,1.46,3227.52,0.05
40,1,1,1,23,1.15,1.46,4802.42,0.15
42,0,1,1,29,1.15,1.46,1591.57,0.05
68,0,1,1,17,1.15,1.46,1659.23,0.05
54,0,1,1,26,1.15,1.46,1588.87,0.01
52,1,1,1,27,1.05,1.46,4112.38,0.13
52,0,1,1,30,1.15,1.46,1482.21,0.01
66,0,1,1,18,1.15,1.46,4791.74,0.04
60,0,1,1,15,1.15,1.46,1586.81,0.01
66,0,1,1,20,1.05,1.46,1660.75,0.04
60,1,1,1,17,1.05,1.46,1482.4,0.01
40,1,1,1,25,1.15,1.46,1647.63,0.02
57,0,1,1,26,1.05,1.46,1662.53,0.03
48,1,1,1,21,1.05,1.46,1479.71,0.02
62,1,1,1,18,0,1.46,10182.43,12.07
53,0,1,1,20,1.15,1.46,1482.4,0.01
55,1,1,1,22,1.05,1.46,1586.81,0.02
57,0,1,1,29,1.05,1.46,1647.57,0.03
46,1,1,1,30,1.05,1.46,1662.53,0.02
67,0,1,1,15,1.15,1.46,1648.55,0.05
62,0,1,1,17,1.15,1.46,19645.85,0.16
67,0,1,1,15,1.05,1.46,1588.22,0.01
50,0,1,1,26,0.15,1.46,3253.47,0.01
59,1,1,1,23,1.05,1.46,1482.15,0.01
58,0,1,1,20,1.15,1.46,3257.89,0.04
42,0,1,1,20,1.05,1.46,1637.21,0.01
60,1,1,1,20,1.05,1.46,1662.53,0.04
55,1,1,1,23,1.15,1.46,1482.4,0.01
43,1,1,1,22,1.05,1.46,1583.93,0.01
63,0,1,1,16,1.05,1.46,1482.15,0.04
40,0,1,1,20,1.15,1.46,1591.51,0.76
63,1,1,1,17,1.05,1.46,1662.71,0.01
64,0,1,1,17,1.15,1.46,3217.16,0.02
58,0,1,1,29,1.15,1.46,1586.81,0.02
61,0,1,1,16,0,1.46,1648.55,0.02
61,0,1,1,16,1.15,1.46,4879.76,0.18
43,1,1,1,29,1.05,1.46,1588.22,1.57
57,1,1,1,23,1.05,1.46,1591.51,0.18
69,0,1,1,20,1.05,1.46,1648.55,0.03
51,0,1,1,23,1.15,1.46,1481.54,0.05
68,0,1,1,15,1.05,1.46,4802.08,0.04
58,0,1,1,20,1.05,1.46,1648.55,0.02
47,1,1,1,22,1.05,1.46,1582.51,0.01
69,1,1,1,15,1.05,1.46,1660.45,0.01
51,1,1,1,23,1.05,1.46,1591.51,0.01
47,1,1,1,23,1.15,1.46,1661.73,0.03
51,1,1,1,26,1.15,1.46,4129.75,0.06
64,0,1,1,17,1.15,1.46,4112.04,0.04
42,0,1,1,24,0.25,1.46,1481.54,0.02
67,0,1,1,18,1.15,1.46,4095.65,0.02
57,1,1,1,28,1.05,1.46,1591.51,0.02
52,1,1,1,30,1.15,1.46,1481.54,0.01
58,0,1,1,25,0.25,1.46,1481.54,0.01
54,0,1,1,25,1.05,1.46,4129.75,0.04
51,0,1,1,20,1.05,1.46,1591.51,0.03
53,0,1,1,29,1.05,1.46,3228.59,0.02
59,0,1,1,23,1.15,1.46,6134.26,0.05
55,1,1,1,21,1.15,1.46,1481.91,0.01
47,0,1,1,25,1.05,1.46,1582.51,0.01
64,0,1,1,18,1.15,1.46,1595.83,0.03
65,0,1,1,16,1.05,1.46,1662.53,0.02
67,0,1,1,18,1.15,1.46,1481.91,0.07
52,0,1,1,24,1.05,1.46,1659.23,0.06
49,0,1,1,29,1.15,1.46,1662.84,0.01
65,0,1,1,19,1.05,1.46,1588.22,0.02
67,0,1,1,15,1.05,1.46,4095.65,0.02
62,0,1,1,20,1.05,1.46,6160.6,0.05
63,0,1,1,15,2.15,1.46,1660.72,0.1
48,0,1,1,25,1.05,1.46,1591.51,0.01
50,1,1,1,26,1.05,1.46,1483.61,0.02
67,0,1,1,15,1.15,1.46,1483.61,0.01
41,0,1,1,25,1.2,1.46,1648.37,0.21
58,0,1,1,28,1.15,1.46,1478.85,0.01
67,1,1,1,17,1.05,1.46,1665.6,0.01
64,1,1,1,19,1.15,1.46,3228.71,0.03
68,0,1,1,15,0,1.46,3257.64,0.02
42,0,1,1,22,1.05,1.46,4126.26,0.38
49,0,1,1,20,1.12,1.46,1478.85,0.01
41,0,1,1,30,1.05,1.46,4791.54,0.03
54,0,1,1,27,1.15,1.46,1483.49,0.02
68,0,1,1,20,1.05,1.46,3257.64,0.04
44,0,1,1,20,1.15,1.46,3263.04,0.15
44,0,1,1,30,1.15,1.46,4818.64,0.03
42,0,1,1,24,1.05,1.46,1483.61,0.03
48,0,1,1,28,1.15,1.46,1591.51,0.01
62,0,1,1,15,1.56,1.46,1483.49,0.04
56,1,1,1,29,1.05,1.46,4126.31,0.02
51,0,1,1,29,1.05,1.46,10203.38,0.07
43,0,1,1,21,1.49,1.46,1480.87,0.01
50,0,1,1,26,1.05,1.46,1661.3,0.02
67,0,1,1,15,1.05,1.46,1480.87,0.16
52,0,1,1,25,1.05,1.46,1480.87,0.03
46,0,1,1,27,1.05,1.46,3257.64,0.45
43,0,1,1,22,0.98,1.46,1662.84,0.02
51,0,1,1,29,1.15,1.46,1660.72,0.18
54,0,1,1,26,1.15,1.46,4819.04,0.04
68,0,1,1,18,1.15,1.46,1480.87,0.01
40,0,1,1,21,1.15,1.46,1481.05,0.04
49,0,1,1,23,1.15,1.46,1480.87,0.08
46,0,1,1,24,1.15,1.46,1661.3,0.06
46,0,1,1,22,1.15,1.46,1589.07,0.02
61,0,1,1,17,1.15,1.46,1480.01,0.1
70,1,1,1,18,1.05,1.46,4809.9,0.13
57,0,1,1,25,1.15,1.46,6109.74,0.06
47,0,1,1,29,1.15,1.46,3255.43,0.04
56,0,1,1,28,1.15,1.46,1648.73,0.01
43,0,1,1,29,1.46,1.46,1654.98,0.01
40,0,1,1,26,1.15,1.46,1589.07,0.02
43,0,1,1,20,1.15,1.46,1583.8,0.05
61,0,1,1,18,1.15,1.46,1661.73,0.01
61,0,1,1,18,1.15,1.46,1589.07,1.41
48,0,1,1,23,1.15,1.46,6109.74,0.04
49,0,1,1,29,1.15,1.46,1648.37,0.03
52,0,1,1,27,1.15,1.46,1578.23,0.01
62,0,1,1,17,1.15,1.46,1588.1,0.01
59,0,1,1,25,1.15,1.46,3090.57,0.01
59,0,1,1,21,1.15,1.46,1661.73,0.14
68,0,1,1,18,0.15,1.46,1480.38,0.01
43,0,1,1,20,1.15,1.46,1588.1,0.01
43,0,1,1,28,1.15,1.46,4197.34,0.02
69,0,1,1,16,1.46,1.46,4815.67,0.05
58,0,1,1,23,1.15,1.46,4129.1,0.07
68,0,1,1,19,1.15,1.46,1480.01,0.16
49,0,1,1,25,1.15,1.46,3098.85,0.02
64,0,1,1,18,1.05,1.46,1480.01,0.08
66,0,1,1,16,1.15,1.46,1483.07,0.04
67,0,1,1,19,1.46,1.46,1471.42,0.02
54,1,1,1,29,1.05,1.46,4111.29,0.03
65,0,1,1,20,1.15,1.46,1591.51,0.09
41,0,1,1,28,1.15,1.46,4128.29,0.06
65,0,1,1,16,1.15,1.46,3090.57,0.01
65,0,1,1,17,1.15,1.46,1596.06,0.01
54,0,1,1,23,1.15,1.46,1478.91,0.01
69,0,1,1,19,1.46,1.46,1648.37,0.02
69,0,1,1,19,1.15,1.46,1481.72,0.04
52,0,1,1,23,1.15,1.46,1588.22,0.01
56,0,1,1,23,1.15,1.46,4801.34,0.08
42,0,1,1,27,1.15,1.46,1654.98,0.01
46,0,1,1,29,1.15,1.46,1480.98,0.01
46,0,1,1,26,0.4,1.46,3123.83,0.02
70,0,1,1,15,1.15,1.46,7142.67,0.06
51,0,1,1,29,1.46,1.46,4113.31,0.01
46,0,1,1,21,1.05,1.46,1661.3,0.14
66,0,1,1,20,1.46,1.46,1596,0.03
46,0,1,1,25,1.15,1.46,1587.51,0.01
62,0,1,1,17,1.15,1.46,4129.63,0.01
40,0,1,1,25,1.15,1.46,1661.3,0.01
48,0,1,1,21,1.05,1.46,1588.1,0.02
57,0,1,1,21,1.05,1.46,4113.63,0.07
50,0,1,1,29,1.15,1.46,1596,0.01
50,0,1,1,28,1.11,1.46,1655.85,0.04
45,0,1,1,25,1.15,1.46,4102.89,0.02
60,0,1,1,17,1.05,1.46,1480.81,0.03
54,0,1,1,29,1.15,1.46,4128.29,0.11
49,0,1,1,23,1.15,1.46,4129.63,0.02
56,0,1,1,21,1.46,1.46,1481.3,0.01
64,0,1,1,18,1.46,1.46,1660.97,0.07
66,0,1,1,17,1.46,1.46,1587.85,0.04
52,0,1,1,20,1.15,1.46,1481.36,0.03
65,0,1,1,16,1.15,1.46,4818.43,0.05
47,0,1,1,27,1.15,1.46,1660.97,0.02
59,0,1,1,28,1.15,1.46,1479.64,0.03
59,0,1,1,28,1.15,1.46,1588.1,0.01
64,0,1,1,16,1.15,1.46,1647.69,0.03
44,0,1,1,25,1.15,1.46,1596.06,0.01
54,0,1,1,27,1.15,1.46,3255.43,0.01
47,0,1,1,26,1.05,1.46,4294.54,0.02
41,0,1,1,27,1.15,1.46,1588.22,0.01
58,0,1,1,24,1.46,1.46,1647.75,0.02
59,0,1,1,21,1.46,1.46,1479.76,0.02
56,0,1,1,20,1.46,1.46,8516.67,0.05
57,0,1,1,26,1.15,1.46,1660.97,0.02
52,0,1,1,22,1.15,1.46,4094.68,0.03
68,0,1,1,15,1.15,1.46,1647.69,0.09
64,0,1,1,19,2.15,1.46,4785.92,0.03
54,0,1,1,24,1.15,1.46,1480.8,0.02
65,0,1,1,15,1.05,1.46,1377.24,0.13
68,0,1,1,16,1.05,1.46,1480.87,0.01
58,0,1,1,26,1.05,1.46,4128.39,0.06
52,0,1,1,23,1.05,1.46,3094.61,0.01
44,0,1,1,20,1.15,1.46,1480.87,0.1
51,0,1,1,28,1.05,1.46,1479.76,0.01
46,0,1,1,21,1.15,1.46,4094.36,0.07
52,0,1,1,24,1.46,1.46,4128.39,0.07
47,0,1,1,21,1.46,1.46,1587.77,0.02
49,0,1,1,22,1.05,1.46,1482.7,0.01
63,0,1,1,20,1.05,1.46,4127.94,0.17
53,0,1,1,27,1.05,1.46,1647.81,0.03
50,0,1,1,29,1.05,1.46,1589.13,0.01
48,0,1,1,30,1.15,1.46,1661.98,0.03
43,0,1,1,22,1.15,1.46,1587.45,0.03
55,0,1,1,27,1.15,1.46,7153.77,0.06
70,0,1,1,16,1.15,1.46,1589.13,0.09
61,0,1,1,20,1.15,1.46,1482.7,0.02
51,0,1,1,28,1.15,1.46,1472.28,0.02
42,0,1,1,29,1.13,1.46,1661.71,0.05
60,0,1,1,19,1.15,1.46,1661.73,0.02
60,0,1,1,19,1.13,1.46,1589.13,0.02
62,0,1,1,18,1.56,1.46,1588.1,0.01
47,0,1,1,25,1.15,1.46,1482.39,0.02
66,0,1,1,19,1.13,1.46,1587.77,0.01
62,0,1,1,15,1.13,1.46,1589.13,0.01
70,0,1,1,17,1.13,1.46,1647.81,0.02
59,0,1,1,28,1.13,1.46,4785.09,0.03
49,0,1,1,27,1.15,1.46,3255.43,0.03
54,0,1,1,26,1.15,1.46,1589.13,0.03
70,0,1,1,19,1.05,1.46,1661.3,0.02
68,0,1,1,16,1.15,1.46,4818.02,0.05
68,0,1,1,20,0.15,1.46,1589.13,0.74
62,0,1,1,17,1.15,1.46,1660.97,0.04
50,0,1,1,20,1.46,1.46,4817.35,0.02
53,0,1,1,24,1.46,1.46,4094.36,0.04
58,0,1,1,28,1.15,1.46,1661.3,0.02
55,0,1,1,29,1.46,1.46,1483.36,0.03
55,0,1,1,23,1.46,1.46,1587.77,0.01
62,0,1,1,15,1.46,1.46,1585.68,0.01
52,0,1,1,28,1.46,1.46,1658.8,0.02
68,0,1,1,18,1.15,1.46,1481.17,0.01
52,0,1,1,26,1.46,1.46,1589.13,0.05
70,0,1,1,19,1.46,1.46,1483.49,0.05
67,0,1,1,20,1.15,1.46,1588.12,0.01
57,0,1,1,28,1.15,1.46,4127.94,0.12
50,0,1,1,20,1.15,1.46,1647.75,0.01
66,0,1,1,19,0.54,1.46,1588.47,0.02
49,0,1,1,24,1.15,1.46,1588.47,0.02
46,0,1,1,27,1.56,1.46,2229.98,0.05
62,0,1,1,19,0.4,1.46,2719.82,0.02
66,0,1,1,16,0,1.46,1574.96,0.18
69,0,1,1,15,1.15,1.46,3090.21,0.02
63,0,1,1,17,1.15,1.46,4094.48,0.02
68,0,1,1,19,1.15,1.46,2240.03,0.06
53,0,1,1,28,1.15,1.46,1588.47,0.03
57,0,1,1,20,1.15,1.46,1585.38,0.01
64,0,1,1,15,1.05,1.46,1588.47,0.03
66,0,1,1,19,1.05,1.46,4807.67,0.03
52,0,1,1,26,1.05,1.46,2240.3,0.01
51,0,1,1,24,1.05,1.46,4100.25,0.07
58,0,1,1,29,1.05,1.46,1588.95,0.04
57,1,1,1,23,1.05,1.46,1660.97,0.01
56,1,1,1,26,1.05,1.46,1585.38,0.03
59,1,1,1,29,1.05,1.46,1648.04,0.01
60,1,1,1,16,1.05,1.46,1588.47,0.01
55,1,1,1,25,1.05,1.46,4094.48,0.08
61,1,1,1,16,1.05,1.46,1588.95,0.03
56,1,1,1,24,1.05,1.46,1662.13,0.14
60,1,1,1,19,1.05,1.46,4108.52,0.02
63,1,1,1,15,1.05,1.46,2239.2,0.01
66,1,1,1,19,1.05,1.46,3254.76,0.03
58,1,1,1,27,1.05,1.46,1585.67,0.01
54,1,1,1,28,1.05,1.46,2233.05,0.02
67,1,1,1,18,1.05,1.46,1367.35,0.02
50,1,1,1,25,1.05,1.46,2235.61,0.01
64,1,1,1,17,1.05,1.46,4115.6,0.02
65,1,1,1,17,1.05,1.46,2235.98,0.03
54,1,1,1,30,1.05,1.46,3245.81,0.07
61,1,1,1,18,1.05,1.46,1585.38,0.2
62,1,1,1,19,1.05,1.46,3228.56,0.02
67,1,1,1,15,1.05,1.46,1589.13,0.01
55,1,1,1,30,1.05,1.46,1658.8,0.01
69,1,1,1,20,1.05,1.46,3244.73,0.02
63,1,1,1,17,1.15,1.46,1646.43,0.03
59,1,1,1,27,1.15,1.46,1589.13,0.02
67,1,1,1,19,1.15,1.46,4805.88,0.05
69,1,1,1,20,1.15,1.46,1662.13,0.01
53,1,1,1,29,1.15,1.46,2241.2,0.05
68,1,1,1,17,1.15,1.46,3228.56,0.02
60,1,1,1,16,1.15,1.46,2237.91,0.02
67,1,1,1,18,1.15,1.46,1588.71,0.01
57,1,1,1,28,1.15,1.46,1291.84,0.28
66,1,1,1,19,1.15,1.46,4127.18,0.02
70,1,1,1,17,1.15,1.46,4817.68,0.04
64,1,1,1,17,1.15,1.46,1585.92,0.01
69,1,1,1,15,1.15,1.46,1584.14,0.11
68,1,1,1,17,1.15,1.46,2047.37,0.01
66,1,1,1,20,1.15,1.46,10215.44,0.06
58,1,1,1,27,1.15,1.46,4818.09,0.37
69,1,1,1,17,1.05,1.46,1661,0.04
55,1,1,1,26,1.1,1.46,1673.74,0.03
51,1,1,1,25,1.1,1.46,2897.26,0.03
64,1,1,1,15,1.1,1.46,1584.5,0.03
50,1,1,1,29,1.1,1.46,2893.71,0.03
56,1,1,1,26,1.1,1.46,4820.09,0.05
65,1,1,1,20,1.1,1.46,4818.09,0.06
53,1,1,1,23,1.1,1.46,1584.5,0.04
67,1,1,1,18,1.1,1.46,8184.01,0.2
50,1,1,1,21,1.1,1.46,1587.51,0.05
66,1,1,1,19,1.1,1.46,2898.11,0.02
65,1,1,1,20,1.1,1.46,1300.66,0.01
52,1,1,1,20,1.1,1.46,4091.72,0.04
