AGE,GENDER,POLICYSTATUS,PREMIUMFREQUENCY,POLICYTERM,INTERESTRATE,INFLATIONRATE,SUMASSURED,PREMIUM
66,1,0,1,19,1.05,1.46,7500000,4500000
66,1,0,1,19,1.15,1.46,10000000,4500000
55,1,0,1,22,1.15,1.46,9000000,4500000
53,1,0,1,21,1.15,1.46,10000000,4500000
67,1,0,1,16,1.15,1.46,10000000,4500000
65,1,0,1,18,1.15,1.46,10000000,4500000
67,1,0,1,19,1.15,1.46,10000000,4500000
58,1,0,1,21,1.15,1.46,10000000,4500000
50,1,0,1,26,1.15,1.46,10000000,4500000
69,1,0,1,18,1.15,1.46,9000000,4500000
51,1,0,1,30,1.10,1.46,15000000,4500000
60,1,0,1,15,1.05,1.46,7600000,4484500.2
54,1,0,1,21,1.15,1.46,8000000,4480000.2
59,1,0,1,22,1.05,1.46,8000000,4475037
50,1,0,1,30,1.05,1.46,7700000,4472736.6
69,1,0,1,16,1.05,1.46,7500000,4472619
62,1,0,1,15,1.05,1.46,7500000,4472619
56,1,0,1,28,1.15,1.46,8120000,4465999.8
64,1,0,1,17,1.15,1.46,8500000,4462500
70,1,0,1,18,1.15,1.46,8500000,4462500
70,0,0,1,15,1.05,1.46,7500000,4462453.8
55,1,0,1,22,1.05,1.46,7600000,4454551.8
50,1,0,1,30,1.05,1.46,7500000,4450453.2
51,1,0,1,22,1.15,1.46,8900000,4450000.2
69,0,0,1,19,1.05,1.46,7500000,4447733.4
59,1,0,1,23,1.05,1.46,8000000,4446955.2
61,1,0,1,15,1.05,1.46,8000000,4446616.8
58,1,0,1,24,1.05,1.46,7500000,4443912
64,0,0,1,15,1.05,1.46,7400000,4440000
53,1,0,1,22,1.05,1.46,7400000,4440000
53,1,0,1,28,1.05,1.46,7400000,4440000
56,1,0,1,26,1.15,1.46,7400000,4440000
59,1,0,1,23,1.05,1.46,8000000,4439251.8
62,1,0,1,16,1.05,1.46,7500000,4428237
66,1,0,1,18,1.05,1.46,7400000,4426635.6
69,1,0,1,17,1.05,1.46,7500000,4425493.8
61,0,0,1,20,1.05,1.46,7500000,4424863.2
53,1,0,1,24,1.05,1.46,7370000,4422000
66,1,0,1,20,1.05,1.46,7400000,4412983.8
57,1,0,1,28,1.05,1.46,7400000,4412983.8
55,1,0,1,21,1.05,1.46,7500000,4412539.8
53,1,0,1,21,1.05,1.46,7500000,4410630
64,1,0,1,17,1.15,1.46,7670000,4410250.2
56,1,0,1,24,1.05,1.46,7350000,4408486.2
51,1,0,1,21,1.05,1.46,7500000,4401000.6
67,0,0,1,18,1.15,1.46,11000000,4399999.8
55,1,0,1,23,1.15,1.46,8000000,4399999.8
54,1,0,1,29,1.15,1.46,8000000,4399999.8
66,1,0,1,17,1.15,1.46,8000000,4399999.8
62,1,0,1,15,1.15,1.46,8000000,4399999.8
60,1,0,1,15,1.15,1.46,8000000,4399999.8
70,1,0,1,19,1.15,1.46,8000000,4399999.8
53,1,0,1,30,1.15,1.46,8000000,4399999.8
53,1,0,1,30,1.15,1.46,8000000,4399999.8
67,1,0,1,20,1.15,1.46,8000000,4399999.8
67,0,0,1,16,1.05,1.46,7500000,4399353.6
65,1,0,1,16,1.05,1.46,7500000,4399353.6
64,1,0,1,15,1.05,1.46,7330000,4398000
58,1,0,1,22,1.05,1.46,7400000,4397155.2
62,1,0,1,17,1.15,1.46,8375000,4396875
52,1,0,1,27,1.05,1.46,7500000,4392383.4
60,0,0,1,19,1.05,1.46,7500000,4384086
62,1,0,1,20,1.05,1.46,7500000,4384086
50,1,0,1,29,1.05,1.46,7300000,4380000
70,1,0,1,20,1.05,1.46,7300000,4380000
66,1,0,1,15,1.15,1.46,7960000,4378000.2
50,1,0,1,26,1.15,1.46,7960000,4378000.2
64,1,0,1,19,1.15,1.46,9200000,4369999.8
63,1,0,1,18,1.15,1.46,7600000,4369999.8
52,1,0,1,27,1.05,1.46,8000000,4366873.2
66,0,0,1,19,1.05,1.46,7300000,4366816.2
66,1,0,1,19,1.05,1.46,7300000,4366816.2
54,1,0,1,25,1.05,1.46,7400000,4366487.4
69,1,0,1,18,1.05,1.46,7300000,4355135.4
70,1,0,1,17,1.05,1.46,7300000,4353858
63,1,0,1,16,1.05,1.46,7400000,4353121.2
60,1,0,1,20,1.15,1.46,8280000,4347000
66,1,0,1,18,1.05,1.46,7500000,4340374.2
68,1,0,1,19,1.05,1.46,7260000,4329495
68,1,0,1,18,1.05,1.46,7500000,4328445.6
54,0,0,1,28,1.05,1.46,7400000,4325631
53,0,0,1,21,1.05,1.46,7200000,4320000
59,1,0,1,20,1.05,1.46,7200000,4320000
68,1,0,1,15,1.05,1.46,7300000,4317516.6
64,1,0,1,19,1.15,1.46,7850000,4317499.8
69,1,0,1,19,1.05,1.46,7400000,4313935.8
55,1,0,1,26,1.15,1.46,7500000,4312500
61,1,0,1,18,1.15,1.46,7500000,4312500
57,1,0,1,29,1.15,1.46,7500000,4312500
58,1,0,1,20,1.15,1.46,7500000,4312500
53,1,0,1,29,1.05,1.46,7200000,4306996.8
68,0,0,1,16,1.05,1.46,7300000,4305906
70,1,0,1,16,1.05,1.46,7500000,4305410.4
52,1,0,1,24,1.15,1.46,8200000,4305000
63,1,0,1,19,1.15,1.46,8600000,4300000.2
56,0,0,1,21,1.05,1.46,7400000,4298474.4
56,1,0,1,25,1.05,1.46,7200000,4293714
63,1,0,1,17,1.15,1.46,7800000,4290000
69,1,0,1,18,1.15,1.46,7800000,4290000
66,1,0,1,20,1.15,1.46,7800000,4290000
59,1,0,1,23,1.15,1.46,7800000,4290000
50,1,0,1,21,1.15,1.46,7800000,4290000
56,1,0,1,27,1.05,1.46,9000000,4288501.8
51,0,0,1,27,1.05,1.46,7220000,4286254.8
57,1,0,1,29,1.05,1.46,8000000,4285708.8
62,1,0,1,20,1.15,1.46,7790000,4284499.8
55,1,0,1,26,1.05,1.46,7180000,4281787.2
63,0,0,1,16,1.05,1.46,7340000,4275830.4
58,1,0,1,30,1.15,1.46,9000000,4275000
58,1,0,1,30,1.05,1.46,7200000,4266155.4
63,1,0,1,18,1.05,1.46,7100000,4260000
69,1,0,1,19,1.05,1.46,7100000,4260000
67,1,0,1,20,1.15,1.46,10000000,4249999.8
61,1,0,1,20,1.15,1.46,7700000,4234999.8
51,1,0,1,23,1.05,1.46,7220000,4232581.2
67,1,0,1,18,1.05,1.46,7400000,4230179.4
60,1,0,1,19,1.15,1.46,8900000,4227499.8
59,1,0,1,24,1.05,1.46,7240000,4224453.6
60,1,0,1,17,1.05,1.46,7160000,4214330.4
50,1,0,1,21,1.05,1.46,7010000,4204556.4
59,1,0,1,25,1.15,1.46,7640000,4201999.8
65,0,0,1,16,1.05,1.46,7000000,4200000
69,0,0,1,16,1.05,1.46,7000000,4200000
54,0,0,1,21,1.05,1.46,7000000,4200000
58,0,0,1,29,1.05,1.46,7000000,4200000
56,0,0,1,27,1.05,1.46,7000000,4200000
66,1,0,1,17,1.05,1.46,7000000,4200000
65,1,0,1,17,1.05,1.46,7000000,4200000
54,1,0,1,24,1.05,1.46,7000000,4200000
59,1,0,1,22,1.05,1.46,7000000,4200000
63,1,0,1,19,1.05,1.46,7000000,4200000
53,1,0,1,21,1.05,1.46,7000000,4200000
68,1,0,1,20,1.15,1.46,7000000,4200000
70,1,0,1,18,1.15,1.46,8000000,4200000
63,1,0,1,19,1.15,1.46,8000000,4200000
65,1,0,1,17,1.15,1.46,8000000,4200000
70,1,0,1,18,1.15,1.46,28000000,4200000
64,1,0,1,20,1.15,1.46,8400000,4200000
63,1,0,1,20,1.15,1.46,8000000,4200000
70,1,0,1,19,1.05,1.46,7500000,4193839.8
62,1,0,1,19,1.05,1.46,7200000,4193546.4
66,1,0,1,19,1.05,1.46,7100000,4189467.6
58,1,0,1,29,1.05,1.46,7000000,4187358
53,1,0,1,24,1.05,1.46,7000000,4187358
67,1,0,1,18,1.05,1.46,7200000,4185963.6
51,1,0,1,28,1.15,1.46,7600000,4180000.2
69,1,0,1,17,1.15,1.46,7600000,4180000.2
62,1,0,1,19,1.15,1.46,7600000,4180000.2
64,0,0,1,17,1.05,1.46,7000000,4176157.2
58,1,0,1,26,1.05,1.46,7000000,4176157.2
56,1,0,1,24,1.05,1.46,7000000,4176157.2
60,1,0,1,20,1.05,1.46,6960000,4176000
59,1,0,1,29,1.05,1.46,6960000,4176000
65,1,0,1,18,1.05,1.46,7000000,4174449.6
52,0,0,1,24,1.05,1.46,7000000,4174444.2
69,0,0,1,16,1.05,1.46,7000000,4174444.2
53,1,0,1,30,1.05,1.46,7000000,4174444.2
55,1,0,1,29,1.05,1.46,7000000,4174444.2
63,1,0,1,19,1.05,1.46,7000000,4174444.2
59,1,0,1,26,1.05,1.46,7000000,4174444.2
54,1,0,1,20,1.05,1.46,7000000,4174444.2
56,1,0,1,30,1.05,1.46,7000000,4174444.2
52,1,0,1,24,1.05,1.46,7000000,4174444.2
57,1,0,1,29,1.05,1.46,7000000,4174444.2
63,1,0,1,15,1.05,1.46,7000000,4174444.2
50,0,0,1,21,1.05,1.46,7000000,4164957
68,0,0,1,15,1.05,1.46,7000000,4153756.2
65,1,0,1,19,1.05,1.46,7000000,4151916
60,1,0,1,16,1.05,1.46,7000000,4151218.2
59,1,0,1,21,1.15,1.46,8300000,4150000.2
69,1,0,1,16,1.05,1.46,7000000,4147651.2
70,1,0,1,19,1.05,1.46,7000000,4147651.2
57,1,0,1,29,1.05,1.46,7000000,4147651.2
60,1,0,1,16,1.05,1.46,7000000,4147651.2
55,1,0,1,22,1.05,1.46,7000000,4147651.2
63,1,0,1,19,1.05,1.46,7000000,4147651.2
69,1,0,1,18,1.05,1.46,7000000,4147651.2
54,0,0,1,25,1.05,1.46,7000000,4140084.6
57,1,0,1,23,1.05,1.46,7000000,4140084.6
68,1,0,1,17,1.05,1.46,6900000,4140000
58,1,0,1,20,1.05,1.46,6940000,4138663.2
60,1,0,1,15,1.05,1.46,6940000,4138663.2
68,1,0,1,15,1.05,1.46,7000000,4131355.8
52,1,0,1,27,1.05,1.46,7000000,4130844
52,1,0,1,25,1.05,1.46,7000000,4130460.6
54,1,0,1,24,1.05,1.46,7000000,4130460.6
57,1,0,1,23,1.05,1.46,7000000,4130460.6
55,1,0,1,30,1.05,1.46,7000000,4130460.6
67,0,0,1,17,1.05,1.46,7000000,4129386
58,1,0,1,20,1.05,1.46,7000000,4129386
62,1,0,1,19,1.05,1.46,7000000,4129386
67,1,0,1,16,1.05,1.46,7000000,4129386
52,1,0,1,21,1.05,1.46,7200000,4125961.8
68,1,0,1,19,1.15,1.46,7500000,4125000
64,1,0,1,20,1.15,1.46,7500000,4125000
52,1,0,1,28,1.15,1.46,7500000,4125000
64,1,0,1,15,1.15,1.46,7500000,4125000
68,1,0,1,18,1.05,1.46,7140000,4120680
62,1,0,1,17,1.05,1.46,7000000,4120155
70,0,0,1,20,1.05,1.46,6950000,4118025
65,1,0,1,15,1.05,1.46,7000000,4117817.4
59,0,0,1,29,1.05,1.46,6940000,4115635.8
69,1,0,1,15,1.05,1.46,7000000,4108954.8
52,1,0,1,24,1.05,1.46,7000000,4099557.6
51,1,0,1,21,1.15,1.46,8630000,4099249.8
55,1,0,1,26,1.05,1.46,7000000,4096338.6
55,1,0,1,22,1.05,1.46,7600000,4095309.6
62,1,0,1,16,1.05,1.46,7000000,4091813.4
58,1,0,1,26,1.05,1.46,7000000,4091813.4
51,1,0,1,25,1.05,1.46,6900000,4088398.8
57,1,0,1,28,1.05,1.46,6900000,4088398.8
69,1,0,1,15,1.05,1.46,6900000,4088398.8
52,1,0,1,29,1.05,1.46,7000000,4087377
57,1,0,1,27,1.05,1.46,7000000,4087377
53,1,0,1,26,1.15,1.46,8600000,4084999.8
63,1,0,1,18,1.15,1.46,8600000,4084999.8
68,0,0,1,15,1.05,1.46,7000000,4080750
53,1,0,1,20,1.05,1.46,6800000,4080000
58,1,0,1,27,1.05,1.46,7000000,4077058.8
53,1,0,1,21,1.15,1.46,7400000,4069999.8
60,1,0,1,18,1.05,1.46,7000000,4062149.4
66,1,0,1,15,1.15,1.46,8120000,4060000.2
50,1,0,1,25,1.05,1.46,7000000,4058460
56,0,0,1,22,1.05,1.46,6800000,4055174.4
63,1,0,1,19,1.05,1.46,6800000,4055174.4
66,1,0,1,19,1.15,1.46,7370000,4053499.8
53,0,0,1,22,1.05,1.46,6750000,4050000
60,1,0,1,19,1.15,1.46,9000000,4050000
61,0,0,1,16,1.05,1.46,6860000,4046371.8
65,1,0,1,15,1.05,1.46,6970000,4044740.4
63,1,0,1,15,1.15,1.46,7700000,4042500
56,1,0,1,28,1.05,1.46,6900000,4037819.4
67,1,0,1,15,1.05,1.46,7000000,4036497
69,1,0,1,20,1.05,1.46,7000000,4033320.6
57,1,0,1,30,1.05,1.46,6900000,4026960.6
54,0,0,1,30,1.05,1.46,6750000,4025357.4
57,1,0,1,20,1.15,1.46,7000000,4024999.8
65,1,0,1,16,1.15,1.46,7000000,4024999.8
51,1,0,1,22,1.05,1.46,6900000,4022453.4
51,1,0,1,25,1.05,1.46,6700000,4020000
61,1,0,1,17,1.05,1.46,6830000,4017813
62,1,0,1,17,1.15,1.46,7300000,4015000.2
56,1,0,1,25,1.05,1.46,7000000,4011451.2
67,1,0,1,18,1.05,1.46,6800000,4011403.8
65,1,0,1,17,1.05,1.46,6800000,4010980.8
56,1,0,1,21,1.05,1.46,6725000,4010448.6
66,1,0,1,17,1.05,1.46,6780000,4009967.4
64,0,0,1,18,1.05,1.46,6900000,4008036.6
50,1,0,1,26,1.05,1.46,6720000,4007466.6
69,0,0,1,16,1.05,1.46,6760000,4005445.8
65,1,0,1,18,1.05,1.46,6760000,4005445.8
52,0,0,1,20,1.05,1.46,6840000,4002708
55,1,0,1,30,1.05,1.46,6800000,4000165.2
53,1,0,1,26,1.05,1.46,7200000,4000107.6
52,1,0,1,27,1.15,1.46,8000000,4000000.2
58,1,0,1,23,1.05,1.46,6650000,3990000
58,1,0,1,24,1.15,1.46,8400000,3990000
61,1,0,1,15,1.05,1.46,7400000,3987538.2
63,1,0,1,16,1.05,1.46,6640000,3972007.8
64,1,0,1,17,1.05,1.46,6700000,3969894.6
55,1,0,1,29,1.15,1.46,7560000,3969000
51,1,0,1,25,1.05,1.46,7000000,3968820.6
55,1,0,1,27,1.05,1.46,6650000,3967349.4
68,1,0,1,20,1.05,1.46,6650000,3965722.2
59,0,0,1,21,1.05,1.46,7000000,3965068.8
54,1,0,1,22,1.05,1.46,6600000,3960000
63,1,0,1,20,1.05,1.46,6600000,3960000
70,1,0,1,17,1.05,1.46,6600000,3960000
55,1,0,1,21,1.15,1.46,7200000,3960000
55,1,0,1,23,1.15,1.46,7200000,3960000
58,1,0,1,26,1.05,1.46,6640000,3959758.8
51,1,0,1,30,1.05,1.46,6630000,3953795.4
66,1,0,1,18,1.15,1.46,8770000,3946500
66,1,0,1,15,1.05,1.46,6700000,3941339.4
60,1,0,1,16,1.05,1.46,6790000,3940285.2
53,0,0,1,22,1.05,1.46,6650000,3940268.4
52,1,0,1,21,1.15,1.46,7500000,3937500
58,1,0,1,25,1.15,1.46,7500000,3937500
64,1,0,1,20,1.15,1.46,7500000,3937500
61,1,0,1,16,1.15,1.46,7500000,3937500
62,0,0,1,19,1.05,1.46,6600000,3935904.6
56,0,0,1,24,1.05,1.46,6700000,3927039
58,1,0,1,28,1.05,1.46,6700000,3920781
53,1,0,1,28,1.05,1.46,6700000,3916450.2
66,1,0,1,18,1.05,1.46,7000000,3915657.6
54,1,0,1,26,1.05,1.46,7000000,3915638.4
67,1,0,1,19,1.05,1.46,6800000,3915093.6
70,1,0,1,20,1.05,1.46,6600000,3910642.2
68,1,0,1,15,1.05,1.46,6600000,3910642.2
56,1,0,1,23,1.05,1.46,6700000,3910237.2
67,1,0,1,19,1.05,1.46,6700000,3910237.2
60,1,0,1,15,1.05,1.46,6600000,3910150.8
69,1,0,1,15,1.15,1.46,6800000,3910000.2
57,0,0,1,28,1.05,1.46,6500000,3900000
62,0,0,1,20,1.05,1.46,6500000,3900000
52,1,0,1,28,1.05,1.46,6500000,3900000
65,1,0,1,16,1.05,1.46,6500000,3900000
70,1,0,1,15,1.05,1.46,6500000,3900000
70,1,0,1,20,1.05,1.46,6500000,3900000
51,1,0,1,20,1.05,1.46,6500000,3900000
66,1,0,1,16,1.05,1.46,6500000,3900000
57,1,0,1,25,1.05,1.46,6500000,3900000
62,1,0,1,18,1.05,1.46,6500000,3900000
52,1,0,1,24,1.15,1.46,7800000,3900000
53,1,1,1,21,0.15,1.46,660009000,3896822.4
63,1,0,1,17,1.05,1.46,6600000,3894434.4
56,1,0,1,26,1.05,1.46,6600000,3894434.4
52,1,0,1,29,1.05,1.46,6530000,3894160.2
60,1,0,1,15,1.15,1.46,7080000,3894000
69,0,0,1,20,1.05,1.46,6600000,3893421
54,1,0,1,20,1.05,1.46,6500000,3888261
66,1,0,1,16,1.15,1.46,7400000,3885000
67,1,0,1,17,1.15,1.46,7050000,3877500
53,1,0,1,25,1.05,1.46,6500000,3876723
52,0,0,1,22,1.05,1.46,6500000,3876270
55,1,0,1,27,1.05,1.46,6500000,3876270
62,1,0,1,18,1.05,1.46,6500000,3876270
58,1,0,1,29,1.05,1.46,6500000,3876270
68,1,0,1,18,1.05,1.46,6500000,3876270
53,1,0,1,25,1.05,1.46,6640000,3875220
53,1,0,1,29,1.05,1.46,6530000,3869166
67,1,0,1,15,1.05,1.46,6600000,3868426.2
69,1,0,1,18,1.15,1.46,7350000,3858750
65,0,0,1,20,1.05,1.46,6450000,3858351
68,1,0,1,20,1.15,1.46,45000000,3857142.6
66,1,0,1,15,1.05,1.46,7000000,3856795.2
69,1,0,1,20,1.05,1.46,6800000,3856509.6
62,1,0,1,17,1.05,1.46,6600000,3853036.8
57,0,0,1,24,1.05,1.46,6500000,3851390.4
62,0,0,1,19,1.05,1.46,6500000,3851390.4
68,0,0,1,19,1.05,1.46,6500000,3851390.4
54,1,0,1,23,1.05,1.46,6500000,3851390.4
53,1,0,1,23,1.05,1.46,6500000,3851390.4
56,0,0,1,27,1.05,1.46,7000000,3850331.4
56,1,0,1,22,1.15,1.46,7000000,3850000.2
68,1,0,1,17,1.15,1.46,7000000,3850000.2
68,1,0,1,17,1.15,1.46,7000000,3850000.2
58,1,0,1,26,1.15,1.46,7000000,3850000.2
54,1,0,1,24,1.15,1.46,7000000,3850000.2
55,1,0,1,30,1.15,1.46,7000000,3850000.2
68,1,0,1,18,1.05,1.46,6450000,3848030.4
64,0,0,1,20,1.05,1.46,6800000,3841113.6
67,1,0,1,20,1.05,1.46,6400000,3840000
68,0,0,1,20,1.05,1.46,6480000,3839539.8
59,1,0,1,27,1.05,1.46,6500000,3835428
59,1,0,1,22,1.05,1.46,6500000,3835428
64,1,0,1,19,1.05,1.46,6500000,3835428
66,1,0,1,15,1.05,1.46,6500000,3835428
51,1,0,1,24,1.15,1.46,7670000,3835000.2
64,1,0,1,19,1.05,1.46,6500000,3834881.4
65,1,0,1,19,1.05,1.46,6500000,3834025.8
56,1,0,1,21,1.15,1.46,7300000,3832500
54,1,0,1,30,1.15,1.46,8500000,3825000
64,1,0,1,15,1.15,1.46,8500000,3825000
43,1,1,1,25,0.15,1.46,301720981,3824917.2
68,1,0,1,17,1.05,1.46,6500000,3823687.8
57,1,0,1,27,1.05,1.46,6500000,3823687.8
64,1,0,1,15,1.05,1.46,6400000,3818534.4
57,0,0,1,24,1.05,1.46,6400000,3816634.8
58,0,0,1,26,1.05,1.46,6500000,3814740
60,1,0,1,16,1.05,1.46,6500000,3813972
68,1,0,1,15,1.05,1.46,6700000,3810971.4
62,1,0,1,15,1.05,1.46,6350000,3810000
50,0,0,1,30,1.05,1.46,6500000,3801931.2
63,1,0,1,15,1.15,1.46,8000000,3799999.8
55,1,0,1,29,1.15,1.46,8000000,3799999.8
68,1,0,1,19,1.15,1.46,8000000,3799999.8
60,1,0,1,18,1.15,1.46,8000000,3799999.8
68,1,0,1,18,1.05,1.46,6500000,3799540.8
68,0,0,1,18,1.05,1.46,6500000,3793513.8
66,1,0,1,20,1.05,1.46,6500000,3793513.8
52,1,0,1,25,1.05,1.46,6500000,3793513.8
70,1,0,1,18,1.05,1.46,6460000,3789882.6
68,1,0,1,15,1.15,1.46,6600000,3783326.4
52,1,0,1,29,1.15,1.46,8900000,3782500.2
56,0,0,1,29,1.05,1.46,6300000,3780000
64,1,0,1,19,1.05,1.46,6500000,3778995
68,1,0,1,18,1.05,1.46,6475000,3774693.6
68,1,0,1,17,1.05,1.46,6370000,3774362.4
68,0,0,1,18,1.05,1.46,6500000,3772078.8
69,1,0,1,20,1.05,1.46,6500000,3771996
65,1,0,1,19,1.05,1.46,6500000,3771218.4
52,0,0,1,20,1.05,1.46,6950000,3758492.4
59,1,0,1,23,1.05,1.46,6300000,3757000.2
66,1,0,1,18,1.05,1.46,6300000,3757000.2
64,1,0,1,15,1.05,1.46,6800000,3752848.8
50,1,0,1,21,1.15,1.46,7900000,3752500.2
59,1,0,1,20,1.15,1.46,7900000,3752500.2
54,1,0,1,21,1.05,1.46,6330000,3750661.2
51,1,0,1,24,1.15,1.46,7500000,3750000
61,1,0,1,17,1.15,1.46,7500000,3750000
50,1,0,1,29,1.05,1.46,6400000,3741086.4
62,1,0,1,19,1.15,1.46,6800000,3739999.8
61,1,0,1,19,1.15,1.46,6800000,3739999.8
70,1,0,1,16,1.05,1.46,6500000,3737902.8
67,1,0,1,15,1.15,1.46,6500000,3737500.2
52,0,0,1,21,1.15,1.46,7000000,3733333.2
64,1,0,1,18,1.05,1.46,6300000,3732885.6
60,1,0,1,19,1.05,1.46,6300000,3732885.6
56,0,0,1,29,1.05,1.46,6300000,3732416.4
64,0,0,1,19,1.05,1.46,6340000,3729565.8
66,1,0,1,17,1.05,1.46,6500000,3729537.6
61,1,0,1,18,1.05,1.46,6200000,3720000
59,1,0,1,28,1.05,1.46,6200000,3720000
56,1,0,1,30,1.05,1.46,6300000,3717414.6
64,1,0,1,16,1.05,1.46,6190000,3712725
50,1,0,1,21,1.05,1.46,6260000,3709185
59,1,0,1,21,1.05,1.46,6300000,3708139.8
66,1,0,1,15,1.05,1.46,6600000,3704958.6
65,1,0,1,17,1.05,1.46,6210000,3704848.2
59,1,0,1,27,1.05,1.46,6250000,3696504
55,1,0,1,28,1.05,1.46,6200000,3696415.2
65,1,0,1,15,1.15,1.46,6400000,3679999.8
68,1,0,1,17,1.05,1.46,6300000,3676790.4
69,1,0,1,15,1.15,1.46,7000000,3675000
53,1,0,1,20,1.15,1.46,7000000,3675000
62,1,0,1,17,1.15,1.46,7000000,3675000
69,1,0,1,20,1.15,1.46,7000000,3675000
66,1,0,1,16,1.15,1.46,7000000,3675000
62,0,0,1,19,1.05,1.46,6200000,3673633.8
53,0,0,1,30,1.05,1.46,6200000,3673633.8
51,1,0,1,24,1.05,1.46,6200000,3673633.8
58,1,0,1,22,1.05,1.46,6190000,3670863
53,1,0,1,30,1.05,1.46,7000000,3668885.4
66,1,0,1,16,1.05,1.46,6200000,3666931.8
63,1,0,1,17,1.05,1.46,6200000,3658408.2
50,1,0,1,29,1.05,1.46,6180000,3655102.8
68,1,0,1,15,1.05,1.46,6800000,3651291
55,1,0,1,21,1.15,1.46,7300000,3649999.8
66,1,0,1,20,1.05,1.46,6200000,3647209.8
66,1,0,1,15,1.05,1.46,6300000,3645914.4
58,1,0,1,29,1.05,1.46,6500000,3642116.4
57,1,0,1,27,1.05,1.46,6100000,3637730.4
56,0,0,1,26,1.05,1.46,6500000,3631093.2
57,1,0,1,21,1.05,1.46,6400000,3630514.8
60,1,0,1,18,1.05,1.46,6500000,3630181.2
61,1,0,1,20,1.05,1.46,6050000,3630000
52,1,0,1,23,1.15,1.46,6600000,3630000
60,1,0,1,17,1.15,1.46,6600000,3630000
61,1,0,1,20,1.05,1.46,6320000,3628788
56,1,0,1,22,1.05,1.46,6150000,3627960.6
65,1,0,1,20,1.15,1.46,6300000,3622500
57,1,0,1,20,1.05,1.46,6500000,3611285.4
51,1,0,1,25,1.15,1.46,7600000,3610000.2
52,1,0,1,25,1.05,1.46,6450000,3607980.6
60,1,0,1,15,1.05,1.46,6100000,3607788
51,1,0,1,26,1.05,1.46,6180000,3605956.2
50,1,0,1,29,1.05,1.46,6190000,3605911.8
58,0,0,1,26,1.05,1.46,6000000,3600000
60,0,0,1,19,1.05,1.46,6000000,3600000
57,0,0,1,25,1.05,1.46,6000000,3600000
61,0,0,1,20,1.05,1.46,6000000,3600000
70,0,0,1,20,1.05,1.46,6000000,3600000
58,0,0,1,21,1.05,1.46,6000000,3600000
62,0,0,1,15,1.05,1.46,6000000,3600000
64,1,0,1,15,1.05,1.46,6000000,3600000
62,1,0,1,15,1.05,1.46,6000000,3600000
67,1,0,1,19,1.05,1.46,6000000,3600000
54,1,0,1,28,1.05,1.46,6000000,3600000
53,1,0,1,21,1.05,1.46,6000000,3600000
67,1,0,1,17,1.05,1.46,6000000,3600000
60,1,0,1,20,1.05,1.46,6000000,3600000
61,1,0,1,17,1.05,1.46,6000000,3600000
53,1,0,1,25,1.05,1.46,6000000,3600000
55,1,0,1,30,1.15,1.46,8000000,3600000
51,1,0,1,24,1.15,1.46,7200000,3600000
69,1,0,1,17,1.15,1.46,8000000,3600000
53,1,0,1,24,1.15,1.46,8000000,3600000
56,1,0,1,25,1.15,1.46,8000000,3600000
55,1,0,1,29,1.15,1.46,7200000,3600000
53,1,0,1,23,1.05,1.46,6000000,3595105.2
51,1,0,1,24,1.05,1.46,6000000,3595105.2
50,1,0,1,26,1.15,1.46,8100000,3591403.2
53,1,0,1,24,1.05,1.46,6000000,3589164
53,1,0,1,25,1.05,1.46,6000000,3589164
52,1,0,1,23,1.05,1.46,6000000,3579978
52,1,0,1,29,1.05,1.46,6000000,3579563.4
66,1,0,1,15,1.05,1.46,6000000,3579563.4
54,1,0,1,23,1.05,1.46,6200000,3579400.8
56,1,0,1,30,1.05,1.46,6000000,3578095.2
61,1,0,1,16,1.05,1.46,6000000,3578095.2
60,1,0,1,15,1.05,1.46,6000000,3578095.2
57,1,0,1,28,1.05,1.46,6000000,3578095.2
69,1,0,1,19,1.05,1.46,6000000,3578095.2
62,1,0,1,20,1.05,1.46,6000000,3578095.2
56,1,0,1,23,1.05,1.46,6200000,3575183.4
64,1,0,1,17,1.15,1.46,6500000,3574999.8
54,1,0,1,22,1.15,1.46,6500000,3574999.8
62,1,0,1,16,1.15,1.46,6500000,3574999.8
52,1,0,1,29,1.15,1.46,6500000,3574999.8
60,1,0,1,17,1.05,1.46,6500000,3573666.6
66,1,0,1,15,1.05,1.46,6500000,3571626.6
62,1,0,1,16,1.05,1.46,5950000,3570000
58,1,0,1,24,1.15,1.46,6800000,3570000
55,1,0,1,30,1.15,1.46,6800000,3570000
50,1,0,1,20,1.05,1.46,6000000,3567729.6
63,1,0,1,18,1.05,1.46,5940000,3564000
68,1,0,1,15,1.15,1.46,7500000,3562500
58,1,0,1,20,1.15,1.46,7500000,3562500
56,1,0,1,23,1.15,1.46,7500000,3562500
66,0,0,1,18,1.05,1.46,6100000,3560067
58,1,0,1,26,1.05,1.46,6000000,3558186.6
64,0,0,1,20,1.05,1.46,6000000,3555129.6
50,0,0,1,26,1.05,1.46,6000000,3555129.6
65,1,0,1,15,1.05,1.46,6000000,3555129.6
50,1,0,1,20,1.05,1.46,6000000,3555129.6
60,1,0,1,18,1.05,1.46,6000000,3555129.6
60,1,0,1,16,1.05,1.46,6000000,3555129.6
61,1,0,1,15,1.05,1.46,6000000,3555129.6
65,1,0,1,18,1.05,1.46,6000000,3555129.6
68,1,0,1,16,1.05,1.46,6000000,3555129.6
54,1,0,1,30,1.05,1.46,6000000,3555129.6
